SKU	Brand	Line	Vitola	Country	Tier	Strength	Body	Flavor Family	Occasion	Smoke Time	Pairing Affinity	Wrapper	Binder	Filler	Notes	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Best For	Avoid If	Why Recommend	Recommendation Confidence	Source Confidence	Beginner Safe	Image URL	Article Source	MSRP USD	Length	Ring Gauge	Shape	Stick Size	Catalog Line	Member Blurb	Price Note	Size Note	CA Rating	CA List Year	CA List	CA Rank	Data Grade (1-10)
BB25-16-CURI-NAT-60	Curivari	Buenaventura Favoritos Natural	60	Nicaragua	3	3	Medium	Woodsy	After dinner	90 min	Rum	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2025 Best Buy, rated 89 (≤$7 MSRP). Teaches Buenaventura Favoritos Natural in 60 - value Nicaragua pick for budget-conscious smokers.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/curivari-buenaventura-favoritos-natural-60-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/curivari-buenaventura-favoritos-natural-60-2025	16.	6.	54.	Chisel	6 × 54 · Chisel	La Flor Dominicana 30 Years · 6 × 54 · Chisel · Medium-Full · Dominican · $16 · Notes: pepper, earth, cedar, dark spice	LFD anniversary in the signature Chisel — estate Dominican pepper and earth with craftsmanship flex. Not Double Ligero, still serious.			89	2025	Best Buy		10
HTD-09-DAV-ANIV	Davidoff	Aniversario	Varies	Dominican Republic	6	2	Medium-Light	Creamy	Celebration	60 min	Cognac	Ecuador Connecticut	Dominican Republic	Dominican Republic	Level 6 reserve Dominican: teaches luxury mildness, cedar, nuts, coffee with cream, spice, and how prestige can be gentle rather than intense.	Ecuador Connecticut wrapper adds elegance, cream, and refined aromatic top notes.	Dominican binder preserves Davidoff's clean construction and balanced mild character.	Dominican filler offers subtle nuts, cedar, coffee-with-cream, and low-intensity luxury complexity.	cream, cedar, nuts, coffee, light spice	Verified against https://www.cigaraficionado.com/ratings/21448/name/davidoff-aniversario-petit-corona.	User equates luxury with full strength, wants pepper-heavy body, or is budget-sensitive.	Recommend to show that prestige can be gentle, refined, and low-intensity.	High	Cigar Aficionado official review	Maybe	https://www.holts.com/clubhouse/sites/default/files/Davidoff-Anniversario-bg.png	https://www.cigaraficionado.com/ratings/21448/name/davidoff-aniversario-petit-corona	13.	5.	52.	Robusto	5 × 52 · Robusto	Drew Estate Liga Privada No. 9 Robusto · 5 × 52 · Robusto · Full · Nicaragua · $13 · Notes: dark chocolate, espresso, earth, leather	The private-blend reference — broadleaf chocolate, espresso, and earthy depth people chase. Benchmark dark smoke for bourbon nights.		Line also: Toro 6×52, Corona Doble 7×54.					10
CA25-15-DAV-MILLENNIUM	Davidoff	Millennium Blend Series	Piramides	Dominican Republic	6	5	Medium-Full	Creamy	Celebration	90 min	Cognac	Ecuador	Dominican Republic	Dominican Republic	Cigar Aficionado 2025 #15, rated 95. Teaches Davidoff luxury with proprietary Ecuador wrapper, Dominican refinement, and medium-full elegance.	Proprietary Ecuador wrapper adds cream, spice, and elegant Davidoff polish.	Dominican binder preserves clean construction and balance.	Dominican filler offers refined body, cream, coffee, spice, and luxury restraint.	maple candy, coffee bean, dark chocolate, oak, mocha, baking spice	Verified against https://www.cigaraficionado.com/top25cigar/davidoff-millennium-blend-series-piramides-2025.	Budget-sensitive user or someone seeking raw power over elegance.	Recommend when the user wants polished luxury with more body than a mild Davidoff.	High	Cigar Aficionado 2025 Top 25 review tasting prose	Maybe	https://mshanken.imgix.net/cao/bolt/2025-12/top15-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/davidoff-millennium-blend-series-piramides-2025	5.	6.5	42.	Petit Corona	4 × 44 · Petit Corona	HVC Hot Cake Golden Line Connecticut · 4 × 44 · Petit Corona · Medium-Light · Nicaragua · $5 · Notes: cream, cedar, nuts, toast	HVC Hot Cake Connecticut half corona - creamy Nicaraguan dessert notes in 30 minutes.			95	2025	Top 25	15	10
CUR-17-DAV-NO2	Davidoff	No. 2	No. 2	Dominican Republic	6	3	Medium	Creamy	Celebration	45 min	Champagne	Ecuador Connecticut	Dominican Republic	Dominican Republic	Curated classic (user list). Teaches No. 2 in No. 2 - Dominican character, construction, and hall-of-fame reference status.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, floral, light spice	Verified against https://www.cigaraficionado.com/ratings/21447/name/davidoff-signature-petit-corona-petit-corona.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, No. 2, or asks for a medium creamy reference.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/17566/name/davidoff-no-2-corona	6.	4.	48.	Corona	5½ × 44 · Corona	Don Diego · 5½ × 44 · Corona · Medium-Light · Dominican · $6 · Notes: cream, cedar, nuts, toast	Don Diego corona - ultra-mild Connecticut Dominican for coffee and beginners. Gentle, reliable value.							10
CUR-09-ZINO-CHUBBY	Davidoff	Zino Platinum Crown Series	Chubby Especial	Dominican Republic	5	3	Medium	Creamy	Celebration	60 min	Champagne	Ecuador	Dominican Republic	Dominican Republic / Peru / Nicaragua	Curated classic (user list). Teaches Zino Platinum Crown Series in Chubby Especial - Dominican character, construction, and hall-of-fame reference status.	Ecuador wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Peru / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, floral, light spice	Verified against https://www.cigaraficionado.com/ratings/25542/name/davidoff-signature-petit-corona-petit-corona.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Zino Platinum Crown Series, or asks for a medium creamy reference.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/5613/name/zino-platinum-crown-series-chubby-especial	7.	5.	50.	Robusto	5 × 50 · Robusto	H. Upmann Vintage Cameroon Robusto · 5 × 50 · Robusto · Medium · Dominican · $7 · Notes: cedar, baking spice, sweet tobacco, toast	H. Upmann Vintage Cameroon robusto — baking spice, cedar, and sweet tobacco in a budget-friendly Dominican session. Sprint mild choice.		U.S. Vintage Cameroon; CUR-10 is island Cuban Magnum.					10
VID-20-DEF-CLASSIC-ROB	Definition Cigars	Classic	Robusto	Nicaragua	3	3	Medium	Woodsy	Quick lunch break	60 min	Coffee	Nicaragua Habano	Nicaragua	Nicaragua	Sterlon teaching catalog (video transcript). Teaches Classic in Robusto - Nicaragua character and Sterlon regional/flavor identity.	Nicaragua Habano wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, earth, nuts, light spice, creamy smoke	Verified against https://www.cigaraficionado.com/ratings/8990/name/definition-cigars-classic-robusto.	Opposite wrapper lesson needed, or user wants island Cuban only.	Recommend when teaching Classic identity, AJ/Aganorsa progression, or transcript-priority catalog coverage.	Medium	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/8990/name/definition-cigars-classic-robusto	12.	5.	50.	Robusto	5 × 50 · Robusto	La Aurora Family Creed Series Fuerte Sol · 5 × 50 · Robusto · Medium-Full · Dominican · $12 · Notes: savory spice, earth, cocoa, leather	Modern La Aurora — Mexican wrapper richness over a multinational filler stack. Heritage brand with rum-friendly savory depth.							10
CA25-08-DIPLOMATICOS-GENIOS	Diplomaticos	Genios Exclusivo Phoenicia	Genios	Cuba	7	5	Full	Woodsy	Collector	90 min	Scotch	Cuba	Cuba	Cuba	Cigar Aficionado 2025 #8, rated 95. Teaches Cuban regional-edition rarity, Diplomaticos identity, and Montecristo-adjacent heritage with assertive Cuban character.	Cuban wrapper brings wood, earth, and elegant regional-edition aroma.	Cuban binder keeps the puro profile integrated and classic.	Cuban filler supplies Cuban earth, cedar, spice, and collector appeal.	caramel, peaches, autumn apples, tea, cigar box, earth	Verified against https://www.cigaraficionado.com/top25cigar/diplomaticos-genios-exclusivo-phoenicia-2025.	User wants easy U.S. availability, low cost, or non-Cuban sourcing.	Recommend only when rarity and Cuban regional identity are part of the request.	Medium	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top8-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/diplomaticos-genios-exclusivo-phoenicia-2025	16.	6.	52.	Toro	6 × 52 · Toro	My Father The Judge · 6 × 52 · Toro · Full · Nicaragua · $16 · Notes: cocoa, coffee, earth, dark sweetness	The Judge in toro - same Pepín family power as the 2024 COTY grand robusto, but a classic 6x52 format for a full after-dinner arc.		Judge toro; CA24-01 is Grand Robusto 6x60 COTY vitola.	95	2025	Top 25	8	10
BB25-08-DONDIEGO-COR	Don Diego	Don Diego	Corona	Dominican Republic	3	2	Medium-Light	Creamy	Morning coffee	45 min	Coffee	Ecuador Connecticut	Dominican Republic	Dominican Republic	Cigar Aficionado 2025 Best Buy, rated 90 (≤$7 MSRP). Teaches Don Diego in Corona - value Dominican pick for budget-conscious smokers.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/don-diego-corona-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/don-diego-corona-2025	14.	5.5	54.	Chisel	5½ × 54 · Chisel	La Flor Dominicana Double Ligero Chiselito Maduro · 5½ × 54 · Chisel · Full · Dominican · $14 · Notes: cocoa, earth, pepper, espresso	Double Ligero in Chiselito maduro — broadleaf cocoa and pepper in the signature LFD shape. Shorter than full Chisel DL.		Chiselito format; L4-LFD-DL is full Chisel Double Ligero.	90	2025	Best Buy		10
BB25-01-DONLINO-KUDU	Don Lino	Africa	Kudu	Nicaragua	3	3	Medium	Savory	Quick lunch break	45 min	Coffee	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2025 Best Buy, rated 92 (≤$7 MSRP). Teaches Africa in Kudu - value Nicaragua pick for budget-conscious smokers.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, leather, baking spice, earth, sweet pepper	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/don-lino-africa-kudu-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/don-lino-africa-kudu-2025	13.	6.	52.	Toro	6 × 52 · Toro	My Father Le Bijou 1922 Toro · 6 × 52 · Toro · Full · Nicaragua · $13 · Notes: dark cocoa, espresso, leather, black pepper	Garcia family dark maduro — espresso, leather, and pepper in an oscuro wrapper. Winter-night Nicaraguan without Liga hype.		Line also: Torpedo, Churchill.	92	2025	Best Buy		10
BB25-15-DONLINO-GT	Don Lino	Maduro	Gran Toro	Dominican Republic	3	4	Medium-Full	Coffee	After dinner	90 min	Bourbon	Broadleaf Maduro	Dominican Republic	Dominican Republic / Nicaragua	Cigar Aficionado 2025 Best Buy, rated 89 (≤$7 MSRP). Teaches Maduro in Gran Toro - value Dominican pick for budget-conscious smokers.	Broadleaf Maduro wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cocoa, coffee, earth, dark sweetness, cedar	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/don-lino-maduro-gran-toro-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/don-lino-maduro-gran-toro-2025	14.	6.	52.	Toro	6 × 52 · Toro	Ferio Tego Timeless Prestige · 6 × 52 · Toro · Medium-Full · Nicaragua · $14 · Notes: cedar, wood, earth, leather	Ferio Tego Timeless Prestige toro - Plasencia-made Nicaraguan polish and wood. Sister line to Supreme 650 on the 2025 Top 25 list.		Timeless Prestige; CA25-10 is Timeless Supreme 650.	89	2025	Best Buy		10
BB25-12-DPG-DEMI	Don Pepin Garcia	Original	Demi Tasse	Nicaragua	2	4	Medium-Full	Savory	Quick lunch break	30 min	Coffee	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2025 Best Buy, rated 90 (≤$7 MSRP). Teaches Original in Demi Tasse - value Nicaragua pick for budget-conscious smokers.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	pepper, cedar, leather, espresso, sweet spice	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/don-pepin-garcia-original-demi-tasse-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $3' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/don-pepin-garcia-original-demi-tasse-2025	5.	5.	50.	Robusto	5 × 50 · Robusto	Curivari Buenaventura Favoritos Connecticut · 5 × 50 · Robusto · Medium-Light · Nicaragua · $5 · Notes: cream, cedar, nuts, toast	Curivari Connecticut 50 - mild creamy robusto for value hunters who want width without strength.			90	2025	Best Buy		10
CUR-23-LIGA-H99-ROB	Drew Estate	Liga Privada H99	Robusto	Nicaragua	6	4	Medium-Full	Sweet Spice	After dinner	60 min	Bourbon	Connecticut Corojo hybrid	Brazil	Nicaragua / Honduras	Curated classic (Liga line gap). Teaches Liga Privada H99 in Robusto - Nicaragua character, construction, and hall-of-fame reference status.	Connecticut Corojo hybrid wrapper sets top-note, color, and burn for this vitola.	Brazil binder supports structure and integration with the filler.	Nicaragua / Honduras filler drives body, strength, and the flavor arc Sterlon should echo.	earth, dark chocolate, espresso, apple pie, raisin	Verified against https://www.cigaraficionado.com/ratings/25581/name/liga-privada-h99-corona-doble-churchill.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Liga Privada H99, or asks for a medium-full sweet spice reference.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/ratings/25581/name/liga-privada-h99-corona-doble-churchill	4.	4.	38.	Petit Corona	4 × 38 · Petit Corona	Rocky Patel Vintage 1990 Juniors · 4 × 38 · Petit Corona · Medium · Honduras · $4 · Notes: cedar, wood, earth, leather	Vintage 1990 juniors - sub-$5 short smoke with RP polish. Stock the humidor cheap.							10
