SKU	Brand	Line	Vitola	Wrapper	Binder	Filler	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Strength	Tier	MSRP	Length	Ring	Catalog Line	Member Blurb	Best For	Avoid If	Why Recommend	Data Grade	CA Rating	Stick Size	Repr Vitola	Origin	Factory	Beginner Safe
CA25-05-TRINIDAD-ESP3	Trinidad	Espiritu Series No. 3	Belicoso	Mexico	Nicaragua	Nicaragua	Mexican wrapper adds dark sweetness, earth, and maduro-like depth.	Nicaraguan binder supports a bolder, modern Trinidad profile.	Nicaraguan filler brings spice, body, and regional intensity.	toasted vanilla, nougat, brown sugar, toffee	5	5	13.19	4.5	50	Hoyo de Monterrey Epicure Epicure No. 2 · 4½ × 50 · Petit Robusto · Medium · Cuban · — · Notes: cream, cedar, nuts, toast	Short Cuban epicure - coffee, cream, and light earth in a 4½-inch petit format. Famous morning Habanos.	Verified against https://www.cigaraficionado.com/top25cigar/trinidad-espiritu-series-no-3-belicoso-2025.	User wants classic Cuban Trinidad profile or mild beginner smoke.	Recommend when the user wants a rich modern take on a legacy name.	10		4½ × 50 · Petit Robusto				No
CUR-11-VR-UNICO	Vegas Robaina	Vegas Robaina	Unicos	Cuba	Cuba	Cuba	Cuba wrapper sets top-note, color, and burn for this vitola.	Cuba binder supports structure and integration with the filler.	Cuba filler drives body, strength, and the flavor arc Sterlon should echo.	medium-full, rich, woody, earthy, balanced	4	6	14	5.25	52	Arturo Fuente Don Carlos No. 2 · 5¼ × 52 · Robusto · Medium · Dominican · $14 · Notes: cedar, baking spice, sweet tobacco, toast	Don Carlos No. 2 — Cameroon elegance, baking spice, and classic Fuente balance. Beginner-friendly premium Dominican.	Verified against https://www.habanos.com/en/the-habanos-brands-academia/vegas-robaina-brand/.	Beginner seeking ultra-mild only, or user needs U.S. retail when cigar is island Cuban.	Recommend when the user cites this hall-of-fame stick, Vegas Robaina, or asks for a medium-full woodsy reference.	10		5¼ × 52 · Robusto				Maybe
CA25-17-VIAJE-ANNIV-SILVER	Viaje	Fifteen Plus Two And A Half Anniversary Silver	Toro	Nicaragua	Nicaragua	Nicaragua	Nicaraguan Criollo wrapper contributes spice, sweetness, and celebratory aroma.	Nicaraguan binder supports box-pressed structure and puro identity.	Nicaraguan filler brings Aganorsa-style sweetness, spice, and medium-full body.	gingerbread, caramel, Christmas cake, candied orange peel, nutmeg	5	5	16.32	6.13	52	Vegas Robaina Unicos · 6⅛ × 52 · Toro · Medium-Full · Cuban · — · Notes: cedar, wood, earth, leather	Robaina family Cuban - earthy sweetness, medium-full body, and toro timing. For Habanos smokers who want more than Hoyo cream.	Verified against https://www.cigaraficionado.com/top25cigar/viaje-fifteen-plus-two-and-a-half-anniversary-silver-2025.	User wants mild Connecticut or low-flavor intensity.	Recommend when the user wants a festive boutique Nicaraguan with strong annual-list credibility.	10		6⅛ × 52 · Toro				No
CA24-13-VIVA-JESTER	Viva La Vida	Viva La Vida	Jester	Mexico	Nicaragua	Nicaragua	Mexico wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	4	5	9	6	52	My Father Original Toro · 6 × 52 · Toro · Medium-Full · Nicaragua · $9 · Notes: earth, savory spice, cedar, cocoa	My Father Original toro — Pepín's flagship Nicaraguan habano puro: pepper, cedar, earth, and savory depth. The line before Judge and Le Bijou.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/viva-la-vida-jester-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Viva La Vida, or a medium-full rum-friendly smoke at this size.	10		6 × 52 · Toro				Maybe
CA24-23-WARPED-CORTO	Warped	Corto	X52	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	4	5	11	5	50	Aksum Claro · 5 × 50 · Robusto · Medium · Nicaragua · $11 · Notes: cream, cedar, nuts, toast	Boutique claro surprise — Ecuador wrapper cream and gentle spice. Top 25 proof that medium body can still feel premium.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/warped-corto-x52-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Corto, or a medium-full coffee-friendly smoke at this size.	10		5 × 50 · Robusto				Maybe
BB25-20-ZINO-NIC-HC	Zino	Nicaragua	Half Corona	Ecuador	Honduras	Nicaragua	Ecuador wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	3	3	7	4	32	Charter Oak Connecticut Habano · 6½ × 44 · Lonsdale · Medium · Nicaragua · $7 · Notes: earth, savory spice, cedar, cocoa	Charter Oak habano lonsdale - Nicaraguan structure with habano top notes. Step up from shade Charter Oak on our 2024 list.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/zino-nicaragua-half-corona-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	10		6½ × 44 · Lonsdale				Yes
CUR-30-LADC-MI-AMOR-ROB	La Aroma de Cuba	Mi Amor	Robusto	Mexican San Andrés	Nicaragua	Nicaragua (Estelí, Jalapa, Namanji)	Mexican San Andrés wrapper delivers dark chocolate, earthy sweetness, and dense oily texture to the Mi Amor profile.	Nicaraguan binder provides structure and combustion support for the premium Garcia-estate filler stack.	Nicaraguan filler (Estelí, Jalapa, Namanji) drives dark chocolate, espresso, almond, and medium-full body complexity.	dark chocolate, almond, espresso, black pepper, coconut, cocoa	4	5	12	5	50	La Aroma de Cuba Mi Amor · 5 × 50 · Robusto · Medium-Full · Nicaragua · $12 · Notes: dark chocolate, almond, espresso, black pepper	Former #2 Cigar of the Year — Mexican San Andrés wrapper over Garcia-family Nicaraguan tobaccos. Dark chocolate, almond, espresso, and cracked black pepper with bourbon-ready body.	Experienced smoker, after dinner, bourbon pairing, user wants 96-rated former #2 Cigar of the Year prestige in a full-flavor San Andrés package.	Beginner, nicotine-sensitive, user wants mild Connecticut cream or lowest price point.	Recommend for 96-rated former #2 Cigar of the Year — Mexican San Andrés depth over Garcia-family Nicaraguan tobaccos with outstanding versatility.			5 × 50 · Robusto				No
CUR-31-LADC-EE-N2	La Aroma de Cuba	Edición Especial	No. 2	Ecuador Habano (Cuban-seed)	Nicaragua	Nicaragua	Ecuador Habano (Cuban-seed) wrapper adds oily sweetness, spice, and earthy Cuban-legacy character on the nose.	Nicaraguan binder supports combustion and structure through the Garcia-factory production standard.	Nicaraguan filler drives body, earthy core, cedar, and medium complexity at an accessible price point.	cedar, earth, leather, sweet tobacco, spice, cocoa	3	4	8	5	50	La Aroma de Cuba Edición Especial No. 2 · 5 × 50 · Robusto · Medium · Nicaragua · $8 · Notes: cedar, earth, leather, sweet tobacco	Garcia-family craftsmanship at an everyday price — Ecuador Habano (Cuban-seed) wrapper over Nicaraguan tobaccos. Cedar, earth, and mild sweetness under $10.	Intermediate smoker, after dinner, rum pairing, user wants approachable Garcia-family character at a value price point.	Beginner wanting lowest price or mildest profile; user expecting full-bodied power.	Recommend when the user wants Garcia-family blending quality with Cuban-seed tobacco character at a lower price than Mi Amor or Reserva.			5 × 50 · Robusto				No
CUR-32-LADC-HAB-RES-MON	La Aroma de Cuba	Habano Reserve	Monarch	Ecuador Habano Rosado	Nicaragua	Nicaragua (triple-fermented)	Ecuador Habano Rosado wrapper adds oily reddish-brown character, spice, and layered sweetness unique to the rosado priming.	Nicaraguan binder supports Garcia-family construction standards and even burn through the premium filler stack.	Triple-fermented Nicaraguan filler drives evolved complexity, earth, cocoa, and smooth medium-full body.	cedar, cocoa, earth, spice, leather, sweet tobacco	4	5	10	6	52	La Aroma de Cuba Habano Reserve · 6 × 52 · Toro · Medium-Full · Nicaragua · $10 · Notes: cedar, cocoa, earth, spice, leather	Annual limited release — Ecuador Habano Rosado wrapper over triple-fermented Nicaraguan tobaccos. Cedar, cocoa, and spice in a single refined format. Only 3,000 boxes per year.	Intermediate to experienced smoker, celebration, bourbon pairing, user wants limited-release prestige without premium pricing.	Beginner, user wants mild Connecticut, or needs reliable year-round availability.	Recommend for limited annual release prestige — Ecuador Habano Rosado wrapper and triple-fermented Nicaraguan filler at an accessible price point.			6 × 52 · Toro				No
CUR-33-LADC-RESERVA-DIV	La Aroma de Cuba	Reserva	Divino	San Andrés Oscuro	Nicaragua	Nicaragua (well-aged)	San Andrés Oscuro wrapper (top priming, extensively fermented) contributes dark cocoa, hickory, and dense earthy sweetness.	Nicaraguan binder reinforces full-body structure and even combustion through the mature filler stack.	Well-aged Nicaraguan filler drives espresso, leather, black pepper, and lingering full-body complexity.	dark chocolate, black pepper, hickory, espresso, leather, earth	4	5	14	6.25	52	La Aroma de Cuba Reserva Divino · 6¼ × 52 · Toro · Full · Nicaragua · $14 · Notes: dark chocolate, black pepper, hickory, espresso, leather	CA Top 25 full-bodied powerhouse — extensively fermented San Andrés Oscuro wrapper over aged Nicaraguan tobaccos. Dark chocolate, hickory, espresso, and black pepper for bourbon nights.	Experienced smoker, after dinner, bourbon pairing, user wants full-bodied San Andrés Oscuro depth with CA Top 25 credibility.	Beginner, nicotine-sensitive, morning smoke, user wants mild or medium profile.	Recommend for full-bodied San Andrés Oscuro intensity — 94-rated CA Top 25 2013 with dark chocolate, hickory, and espresso character.			6¼ × 52 · Toro				No
CUR-34-LADC-NOBLESSE-REG	La Aroma de Cuba	Noblesse	Regency	Mexican San Andrés Oscuro	Nicaragua	Nicaragua (Estelí, Jalapa, Namanji — Garcia family estates)	Mexican San Andrés Oscuro wrapper adds toasty cocoa, dark earth, and oily texture with the intensity of top-priming leaf.	Nicaraguan binder (Estelí/Jalapa) provides cohesion and combustion support for the Garcia-estate filler stack.	Nicaraguan filler (Estelí, Jalapa, Namanji, Garcia family) delivers espresso, dark earth, pepper, and full-body intensity from estate-grown leaf.	espresso, cocoa, dark earth, black pepper, leather, cedar	5	5	19	5.5	50	La Aroma de Cuba Noblesse Regency · 5½ × 50 · Robusto · Full · Nicaragua · $19 · Notes: espresso, cocoa, dark earth, black pepper, leather	Small-batch premium from Garcia-family estates — Mexican San Andrés Oscuro over Estelí, Jalapa, and Namanji leaf. Espresso, cocoa, dark earth, and pepper with limited distribution cachet.	Experienced smoker, after dinner, bourbon pairing, user wants small-batch Garcia-estate San Andrés Oscuro quality with premium construction.	Beginner, nicotine-sensitive, user wants mild or medium profile, budget-sensitive.	Recommend for premium San Andrés Oscuro exclusivity — small-batch construction from Garcia-family estate leaf with espresso, cocoa, and dark earth character.			5½ × 50 · Robusto				No
CUR-35-LADC-SB-TORO	La Aroma de Cuba	Small Batch	Toro	Ecuador Habano (high-priming)	Nicaragua	Nicaragua (Condega, Estelí, Jalapa, Namanji — 5-year aged)	Ecuador Habano high-priming wrapper adds sheen, oily complexity, and aged sweetness distinct from standard Habano leaf.	Nicaraguan binder supports the five-year-old filler stack with combustion integrity and structural cohesion.	Five-year-aged Nicaraguan filler (Condega, Estelí, Jalapa, Namanji) drives evolved cedar, espresso, nutmeg, Medjool date, and warming spice.	espresso, cedar, nutmeg, Medjool date, leather, warm spice	5	6	25	6	52	La Aroma de Cuba Small Batch · 6 × 52 · Toro · Full · Nicaragua · $25 · Notes: espresso, cedar, nutmeg, Medjool date, leather	Five-year-aged tobacco masterpiece — Ecuador Habano high-priming wrapper over 5-year-old Nicaraguan leaf from Condega, Estelí, Jalapa, and Namanji. Espresso, cedar, nutmeg, and Medjool date in only 2,000 boxes.	Experienced connoisseur, celebration, cognac pairing, user wants five-year-aged tobacco depth and ultra-premium limited-release prestige.	Beginner, user wanting everyday value, anyone expecting standard Habano character without the aging premium.	Recommend for ultra-premium five-year-aged tobacco depth — limited to 2,000 boxes with espresso, cedar, and nutmeg complexity at $25.			6 × 52 · Toro				No
CUR-36-ASHTON-CABINET	Ashton	Cabinet Selection	Toro	Aged Connecticut Shade	Dominican Republic	Dominican Republic	Aged Connecticut Shade adds toasted nuts, cream, and sweet wood over Classic polish.	Dominican binder keeps Fuente-made burn smooth and consistent.	Dominican filler delivers gentle body with nutty, creamy depth.	toasted nuts, cream, sweet wood, cedar, light pepper	3	4	13	6	50	Ashton Cabinet Selection · 6 × 50 · Toro · Medium · Dominican · $13 · Notes: toasted nuts, cream, sweet wood	Ashton Cabinet — aged Connecticut Shade step up from Classic: velvety nuts and sweet wood for coffee-first sessions.	Cappuccino, light roast coffee, blonde ale, delicate Irish whiskey, Chardonnay.	User wants full-bodied power, Islay peat, or dark maduro sweetness only.	Recommend when the user wants Ashton cream with more complexity than Classic — not VSG strength.			6 × 50 · Toro				Yes
CUR-37-ASHTON-MADURO	Ashton	Aged Maduro	Robusto	Connecticut Broadleaf Maduro	Dominican Republic	Dominican Republic	Fermented Connecticut Broadleaf brings molasses, dark cocoa, and raisin sweetness.	Dominican binder supports even burn through the sweet wrapper.	Dominican filler adds cedar backbone without overwhelming the maduro finish.	molasses, dark cocoa, sweet raisins, cedar, smooth finish	4	5	14	5	50	Ashton Aged Maduro · 5 × 50 · Robusto · Medium-Full · Dominican · $14 · Notes: molasses, dark cocoa, sweet raisins	Ashton Aged Maduro — broadleaf sweetness for after-dinner contrast; pairs with espresso and Cabernet-style reds.	Heavy tannic red wine, dark porter, rich espresso, contrast wildcard flights.	User wants dry, ultra-mild Connecticut only.	Recommend as Ashton contrast pick against bitter espresso or tannic pours — maduro sweetness, not VSG spice bomb.			5 × 50 · Robusto				Maybe
CUR-38-ASHTON-SYMMETRY	Ashton	Symmetry	Robusto	Ecuadorian Habano	Dominican Republic	Dominican Republic / Nicaragua	Ecuadorian Habano wrapper adds spice, sheen, and savory-sweet balance.	Dominican binder integrates the multi-origin filler stack.	Dominican and Nicaraguan filler delivers pepper, cinnamon, and structured body.	white pepper, cinnamon, herbal sweetness, cedar, cocoa	4	6	16	5	50	Ashton Symmetry · 5 × 50 · Robusto · Medium-Full · Dominican · $16 · Notes: white pepper, cinnamon, herbal sweetness	Ashton Symmetry — refined Ecuador Habano balance for celebration pours without full VSG intensity.	Luxury or refined requests, mid-tier single malt, high-proof rye, clean mezcal.	Beginner seeking mildest Connecticut only.	Recommend as Ashton refined line — more elegant than VSG, more body than Classic.			5 × 50 · Robusto				Maybe
CUR-39-SC-CLASICO-ROB	San Cristobal	Clasico	Robusto	Nicaraguan Habano	Nicaragua	Nicaragua	Nicaraguan Habano wrapper drives espresso, cocoa, and sharp spice up front.	Nicaraguan binder supports Garcia-family combustion and strength.	Nicaraguan filler delivers full body, dark chocolate, and pepper kick.	espresso, dark chocolate, pepper, earth, cedar	5	5	10	5	50	San Cristobal Clasico · 5 × 50 · Robusto · Full · Nicaragua · $10 · Notes: espresso, dark chocolate, pepper	San Cristobal Clasico — Ashton-distributed My Father full body for bold pours; distinct from Elegancia Connecticut.	Stout, heavy port, rye whiskey, bold espresso, Ashton full-body Best Pick slot.	Beginner, nicotine-sensitive, or user wants mild Connecticut.	Recommend for full-body espresso/bourbon pairing — Ashton-distributed Nicaraguan flagship, not Elegancia mild line.			5 × 50 · Robusto				No
CUR-40-SC-QUINT-ROB	San Cristobal	Quintessence	Robusto	Ecuadorian Habano	Nicaragua	Nicaragua	Ecuadorian Habano adds aromatic spice and sweet molasses top notes.	Nicaraguan binder keeps the blend cohesive and elegant.	Nicaraguan filler supplies coffee, cedar, and medium-full refinement.	sweet molasses, coffee, cedar, cinnamon, cocoa	4	6	12	5	50	San Cristobal Quintessence — Ashton-distributed refined line: aromatic Habano wrapper vs Clasico pepper forward.		Belgian quadrupel, complex Japanese whisky, dark roast drip coffee, Ashton refined slot.	User wants maximum pepper bomb Clasico only.	Recommend as refined San Cristobal within Ashton ecosystem flights — not the same as Clasico power.			San Cristobal Quintessence · 5 × 50 · Robusto · Medium-Full · Nicaragua · $12 · Notes: molasses, coffee, cedar				Maybe
